,month,sigma,fif,blind_oracle,random_marker,lru,lv_marker,rohatgi_marker,adaptive_query_2,adaptive_query_4,adaptive_query_8
77,11,8,834,3530,2630,2439,2643,2672,2235,2223,2315
78,11,8,834,3584,2599,2439,2638,2617,2277,2220,2370
79,11,8,834,3559,2622,2439,2605,2673,2225,2184,2342
0,12,0,1039,1039,3380,3059,1885,1885,2635,2196,1985
1,12,0,1039,1039,3341,3059,1885,1885,2626,2227,1977
2,12,0,1039,1039,3338,3059,1885,1885,2611,2201,1970
3,12,0,1039,1039,3301,3059,1885,1885,2602,2195,1968
4,12,0,1039,1039,3342,3059,1885,1885,2612,2218,1978
5,12,0,1039,1039,3251,3059,1885,1885,2634,2214,1971
6,12,0,1039,1039,3334,3059,1885,1885,2596,2182,1979
7,12,0,1039,1039,3316,3059,1885,1885,2641,2222,1976
8,12,0,1039,1039,3277,3059,1885,1885,2633,2222,1972
9,12,0,1039,1039,3340,3059,1885,1885,2618,2223,1972
10,12,0,1039,1039,3298,3059,1885,1885,2624,2198,1969
11,12,0,1039,1039,3354,3059,1885,1885,2663,2231,1977
12,12,0,1039,1039,3275,3059,1885,1885,2605,2198,1954
13,12,0,1039,1039,3282,3059,1885,1885,2630,2204,1974
14,12,0,1039,1039,3361,3059,1885,1885,2619,2224,1985
15,12,0,1039,1039,3279,3059,1885,1885,2603,2213,1974
16,12,0,1039,1039,3345,3059,1885,1885,2629,2195,1990
17,12,0,1039,1039,3305,3059,1885,1885,2621,2185,1972
18,12,0,1039,1039,3329,3059,1885,1885,2639,2201,1997
19,12,0,1039,1039,3306,3059,1885,1885,2616,2214,1971
20,12,2,1039,1059,3309,3059,1934,1940,2637,2197,1983
21,12,2,1039,1064,3315,3059,1937,1952,2631,2212,1993
22,12,2,1039,1064,3322,3059,1938,1934,2616,2206,1978
23,12,2,1039,1076,3364,3059,1936,1948,2618,2221,1981
24,12,2,1039,1072,3324,3059,1934,1928,2618,2225,1973
25,12,2,1039,1066,3351,3059,1943,1932,2627,2225,1995
26,12,2,1039,1064,3309,3059,1932,1926,2597,2223,1994
27,12,2,1039,1073,3295,3059,1924,1933,2631,2189,2000
28,12,2,1039,1069,3306,3059,1931,1937,2634,2214,1990
29,12,2,1039,1076,3273,3059,1929,1925,2609,2213,1988
30,12,2,1039,1070,3310,3059,1944,1931,2622,2222,1993
31,12,2,1039,1065,3320,3059,1938,1922,2621,2223,1994
32,12,2,1039,1062,3340,3059,1929,1931,2639,2230,1964
33,12,2,1039,1070,3330,3059,1923,1934,2623,2221,1981
34,12,2,1039,1066,3307,3059,1937,1940,2611,2225,1989
35,12,2,1039,1063,3310,3059,1944,1945,2617,2226,1996
36,12,2,1039,1070,3313,3059,1933,1938,2620,2227,1973
37,12,2,1039,1071,3360,3059,1932,1934,2675,2232,1989
38,12,2,1039,1065,3302,3059,1938,1936,2622,2217,1976
39,12,2,1039,1061,3332,3059,1930,1948,2637,2210,1988
40,12,4,1039,4070,3323,3059,3150,3185,2677,2338,2309
41,12,4,1039,3960,3337,3059,3158,3194,2674,2346,2277
42,12,4,1039,3987,3332,3059,3174,3200,2693,2381,2295
43,12,4,1039,4041,3346,3059,3157,3179,2673,2358,2268
44,12,4,1039,4001,3338,3059,3136,3179,2662,2365,2253
45,12,4,1039,3955,3332,3059,3178,3180,2668,2320,2266
46,12,4,1039,4082,3339,3059,3202,3195,2688,2337,2297
47,12,4,1039,4037,3324,3059,3181,3151,2680,2357,2283
48,12,4,1039,3988,3311,3059,3150,3154,2679,2367,2276
49,12,4,1039,4018,3294,3059,3155,3194,2664,2319,2252
50,12,4,1039,4077,3355,3059,3116,3227,2683,2332,2285
51,12,4,1039,4016,3258,3059,3161,3199,2691,2349,2293
52,12,4,1039,4048,3315,3059,3164,3175,2709,2360,2268
53,12,4,1039,4006,3299,3059,3138,3180,2677,2325,2308
54,12,4,1039,3998,3291,3059,3133,3194,2680,2327,2282
55,12,4,1039,4015,3326,3059,3127,3167,2705,2327,2285
56,12,4,1039,4031,3351,3059,3156,3208,2656,2362,2274
57,12,4,1039,3908,3302,3059,3171,3187,2702,2346,2302
58,12,4,1039,4005,3327,3059,3141,3123,2693,2337,2279
59,12,4,1039,3990,3283,3059,3166,3179,2660,2367,2256
60,12,8,1039,4117,3293,3059,3305,3345,2835,2761,2981
61,12,8,1039,4158,3344,3059,3347,3351,2821,2769,2936
62,12,8,1039,4246,3300,3059,3326,3328,2825,2762,2960
63,12,8,1039,4218,3300,3059,3302,3284,2853,2797,2976
64,12,8,1039,4219,3376,3059,3290,3353,2846,2804,3000
65,12,8,1039,4201,3291,3059,3281,3286,2852,2774,2978
66,12,8,1039,4137,3317,3059,3367,3315,2840,2788,3003
67,12,8,1039,4128,3351,3059,3314,3310,2806,2731,2991
68,12,8,1039,4222,3298,3059,3315,3316,2847,2772,3025
69,12,8,1039,4174,3321,3059,3345,3297,2850,2768,3008
70,12,8,1039,4211,3313,3059,3296,3362,2824,2763,2975
71,12,8,1039,4201,3321,3059,3323,3307,2797,2797,3019
72,12,8,1039,4108,3366,3059,3292,3322,2864,2773,3010
73,12,8,1039,4194,3283,3059,3299,3315,2864,2764,3011
74,12,8,1039,4289,3315,3059,3293,3305,2858,2804,2966
75,12,8,1039,4155,3288,3059,3303,3364,2867,2781,3022
76,12,8,1039,4233,3330,3059,3315,3335,2870,2775,2991
77,12,8,1039,4143,3347,3059,3334,3281,2843,2835,3008
78,12,8,1039,4131,3281,3059,3310,3350,2838,2797,2996
79,12,8,1039,4196,3379,3059,3345,3298,2851,2750,3003
